season,week,game_id,posteam,defteam,play_type,down,ydstogo,yardline_100,yards_gained,touchdown,pass_attempt,rush_attempt,epa,success,passer_player_name,rusher_player_name,receiver_player_name
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,70.0,3.0,0.0,0.0,1.0,-0.34848778834566474,0.0,,J.Hurts,
2024,2,2024_02_ATL_PHI,PHI,ATL,no_play,2.0,7.0,67.0,0.0,0.0,0.0,0.0,-0.76015520747751,0.0,,,
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,2.0,12.0,72.0,8.0,0.0,1.0,0.0,0.46855958085507154,1.0,J.Hurts,,D.Smith
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,3.0,4.0,64.0,9.0,0.0,1.0,0.0,1.398658687947318,1.0,J.Hurts,,B.Covey
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,1.0,10.0,55.0,1.0,0.0,1.0,0.0,-0.43488580128178,0.0,J.Hurts,,B.Covey
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,2.0,9.0,54.0,3.0,0.0,1.0,0.0,-0.5810530495364219,0.0,J.Hurts,,S.Barkley
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,3.0,6.0,51.0,5.0,0.0,1.0,0.0,-0.4218777308706194,0.0,J.Hurts,,D.Smith
2024,2,2024_02_ATL_PHI,PHI,ATL,run,4.0,1.0,46.0,3.0,0.0,0.0,1.0,2.006276128347963,1.0,,J.Hurts,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,43.0,4.0,0.0,0.0,1.0,-0.11618964583612978,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,2.0,6.0,39.0,4.0,0.0,1.0,0.0,0.13257429492659867,1.0,J.Hurts,,B.Covey
2024,2,2024_02_ATL_PHI,PHI,ATL,run,3.0,2.0,35.0,12.0,0.0,0.0,1.0,1.4516678216168657,1.0,,J.Hurts,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,23.0,9.0,0.0,0.0,1.0,0.7157012451789342,1.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,2.0,1.0,14.0,2.0,0.0,0.0,1.0,-0.21233401610516012,0.0,,J.Hurts,
